2025-10-11T08:00:00,-3.555555555556e+00,Unnamed: 2,Unnamed: 3,Unnamed: 4,0.000000000000e+00,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,7.681909325232e+00,3.160493827160e+00,recon_altitude_m
2025-10-11T08:00:01,-3.486818754856,-0.05683342076297,0.08623154585919,9.710973931693,9.711523084421,-0.09567606830664,-0.0001120644344261,-0.00399406545816,0.002251029019121,7.387763521053,3.039476257305,0.0
2025-10-11T08:00:02,-3.524846801262,-0.01565484403893,0.10397802546,9.594397977918,9.594974156432,-0.2122520220824,-0.00121542514338,0.007042560273565,0.002407604060214,7.549787557307,3.106136243091,0.0
2025-10-11T08:00:03,-3.587678219157,-0.3952652179532,-0.194308468152,9.545214035991,9.55537028933,-0.2614359640087,-0.002671630824131,0.009271603697616,0.0003841936265438,7.821340745729,3.217858751053,0.0
2025-10-11T08:00:04,-3.640291631154,-0.08056890140486,-0.1680882629459,9.786565041472,9.788340018766,-0.0200849585276,-0.001267074596435,-0.009117481240556,-0.002745344758238,8.052423235429,3.312930789962,0.0
2025-10-11T08:00:05,-3.581571400555,-0.1853095280788,-0.03580366198649,9.683448449882,9.685287574715,-0.1232015501183,-0.006887166810461,0.004044018081065,-0.002392302855178,7.794736989447,3.206913424319,0.0
2025-10-11T08:00:06,-3.485362103147,0.1461661074596,-0.2005719191044,9.845197029843,9.84832463834,0.03854702984306,0.003527602870495,0.001567413179077,0.00523359878463,7.381592193387,3.036937247513,0.0
2025-10-11T08:00:07,-3.570411124185,-0.09541521553266,-0.03341602847937,9.818734344382,9.81925479962,0.01208434438173,-0.004389337903056,-0.005389331981435,0.001813522536414,7.746235437765,3.186958898926,0.0
2025-10-11T08:00:08,-3.518710439536,-0.166301764447,-0.1288206356277,9.891471242251,9.893707817057,0.08482124225111,-0.004769247190675,0.01714531492269,0.002958085167973,7.523523776836,3.095330789324,0.0
2025-10-11T08:00:09,-3.542671729787,-0.009398408820852,0.03913793121601,9.816655858941,9.816738376906,0.01000585894081,0.00865325879997,0.006045606559304,-0.0005000194063905,7.626338226537,3.137630746257,0.0
2025-10-11T08:00:10,-3.590638320251,0.135297913381,0.08266909843686,10.0065600735,10.00781615587,0.1999100734989,-4.341138563027e-05,0.001379422796228,0.007569463504124,7.834252444564,3.223170886714,0.0
2025-10-11T08:00:11,-3.541331726775,-0.4454987380001,-0.1870746702512,9.953859474,9.965579987434,0.1472094739995,0.003722141017515,0.000341731290308,-0.006313825435559,7.620570046889,3.135257599765,0.0
2025-10-11T08:00:12,-3.613978627609,-0.03399757100068,-0.01440523773815,10.0231542534,10.02322226298,0.2165042533958,-0.003334063865175,8.653372746438e-06,-0.00993028477437,7.936433810744,3.265210380203,0.0
2025-10-11T08:00:13,-3.583449305724,-0.02719223493083,0.003185470193343,9.932683513515,9.932721245686,0.1260335135146,0.006761622521311,-0.004574724914957,-0.005500631166474,7.802913073468,3.210277231673,0.0
2025-10-11T08:00:14,-3.575087469668,0.2987011173303,0.4176817565814,9.798657931771,9.812103631288,-0.007992068228715,0.01323800571277,0.002438671129397,-0.00889495289665,7.766539987621,3.195312603944,0.0
2025-10-11T08:00:15,-3.641218809726,-0.1356002224273,-0.1542916351337,9.49137577888,9.493598238019,-0.3152742211198,-0.001052728721361,-0.01387174782611,0.001642906791015,8.056525645803,3.314618605076,0.0
2025-10-11T08:00:16,-3.494253567376,0.07397069964782,0.01622580414367,9.727982702836,9.728277463549,-0.07866729716397,-0.001324354118793,-0.003495800462077,0.001883101597612,7.419302410561,3.052451998281,0.0
2025-10-11T08:00:17,-3.570955463018,0.06968011193666,-0.02226390463424,10.04050158806,10.04076805525,0.2338515880642,-0.0005058647271193,0.01581732007722,-0.003104751125749,7.748597573686,3.187930729714,0.0
2025-10-11T08:00:18,-3.601445865792,0.05240554637805,0.09127368404526,10.00566878409,10.00622231632,0.1990187840914,-0.001634735680594,0.00490997688595,-0.01393758330657,7.881484416246,3.242603081058,0.0
2025-10-11T08:00:19,-3.43033072168,0.1156900536396,-0.151917063954,9.846296564644,9.848147999586,0.03964656464368,-0.01439753614305,-0.00271483381033,-0.005351363366064,7.150332285194,2.941792215026,0.0
2025-10-11T08:00:20,-3.56097189141,0.12391714602,-0.243884453071,10.03406284522,10.03779120461,0.2274128452208,0.009701416394976,0.008356998491425,0.002183074398853,7.705331539715,3.170130202853,0.0
2025-10-11T08:00:21,-3.544438586526,0.1726507486375,-0.1017202928094,9.860002329013,9.862038391079,0.05335232901293,0.009523483528683,0.006588485883646,-0.0002176620903279,7.633947177219,3.140761223414,0.0
2025-10-11T08:00:22,-3.55300162292,0.1276139961517,0.5613985553034,9.700451262498,9.71752069028,-0.1061987375018,-0.001414340172489,0.009678172361663,-0.004766250781986,7.670877556783,3.155955133119,0.0
2025-10-11T08:00:23,-3.499588694723,0.03686416829068,0.1758668295918,9.887578426647,9.889211053049,0.08092842664709,0.008333192744421,-0.009846448508154,-0.004502972948617,7.441975717232,3.061780258058,0.0
2025-10-11T08:00:24,-3.61992400103,-0.05689380307639,-0.4125899770346,9.97350822948,9.982200849386,0.1668582294796,-0.01564773063311,-0.002185834484306,0.001884418036854,7.962567819652,3.275962443308,0.0
2025-10-11T08:00:25,-3.546741790932,0.2283452352449,0.01230893326867,9.931600734837,9.934233046014,0.1249507348369,0.003288644210043,0.002900525241208,-0.009095867327139,7.643871599932,3.144844332885,0.0
2025-10-11T08:00:26,-3.604079634038,-0.1358244644446,0.3922346538645,10.090279144,10.0988132725,0.2836291440031,0.01047891820443,0.01755416808343,0.01108629494839,7.89301622564,3.247347502121,0.0
2025-10-11T08:00:27,-3.569368409253,-0.2864372752615,0.003659565400316,9.821222008157,9.825398792853,0.01457200815742,-0.009182332495654,-0.003717798472029,-0.001698569672605,7.741711624881,3.185097710243,0.0
2025-10-11T08:00:28,-3.574412745942,0.08949963187414,-0.06467335797951,9.827025483504,9.827645836148,0.02037548350353,-0.0009571799945883,0.006436535848204,0.001013067639799,7.763608717071,3.194106619587,0.0
2025-10-11T08:00:29,-3.592537470086,0.04922441991817,0.07242829864737,9.948621232726,9.949006650627,0.1419712327264,-0.005392775317011,0.004210135126039,-0.001623075958012,7.842541975634,3.226581368492,0.0
2025-10-11T08:00:30,-3.533192432972,0.02859925684632,-0.2793827016928,9.85946037946,9.863459412682,0.05281037945965,-0.00676975494648,-0.007663824984994,-0.004419323778686,7.58558050968,3.120862192102,0.0
2025-10-11T08:00:31,-3.608435239215,-0.05898188294555,0.1844965417772,9.540496891821,9.542462930465,-0.2661531081789,-0.005853696542653,-0.005072314428943,-0.01154951333429,7.912105502024,3.255201218902,0.0
2025-10-11T08:00:32,-3.472872648533,-0.1069338320251,-0.07129172316567,10.17689718277,10.1777086627,0.3702471827675,-0.005054071959344,-0.001483929766895,0.01233135739597,7.328784549686,3.015211108232,0.0
2025-10-11T08:00:33,-3.62525693714,0.2557410176332,-0.1489458292555,10.02019418597,10.02456382356,0.21354418597,0.00341778447263,0.008215840719155,-0.001272826196055,7.986046293069,3.285621965071,0.0
2025-10-11T08:00:34,-3.486542803011,-0.1609841750788,-0.3259224304057,10.07429430248,10.08085051115,0.2676443024768,0.01162210781842,0.002060465501084,0.009535586387349,7.386594210889,3.038995179307,0.0
2025-10-11T08:00:35,-3.58752889347,-0.174448593871,-0.03157372618804,9.676565461241,9.678189310908,-0.1300845387588,0.006383566117834,0.002372852401861,0.006628067048942,7.820689682448,3.21759089037,0.0
2025-10-11T08:00:36,-3.624721806914,-0.05450486465997,-0.01447493421603,10.06302856636,10.06318658435,0.2563785663625,-0.000786553022747,-0.009481189613657,0.0008678089077134,7.983688799839,3.28465204438,0.0
