timestamp,velocity_m_s,accel_x_m_s2,accel_y_m_s2,accel_z_m_s2,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,dynamic_pressure_Pa,kinetic_energy_J
2025-10-11 08:00:00.000,-3.5555555555555554,,,,,,,,,,,
2025-10-11 08:00:01.000,-3.486818754856496,-0.05683342076297414,0.08623154585919339,9.710973931693363,-0.005795396059100115,0.008793170538276924,0.990243756195374,-0.006420819126137395,-0.22884309385156412,0.1289744623571325,,
2025-10-11 08:00:02.000,-3.5248468012616243,-0.015654844038933934,0.10397802545997549,9.59439797791755,-0.0015963498278141806,0.010602807835496882,0.9783563171845178,-0.06963873102974547,0.4035089806417562,0.13794555138883433,,
2025-10-11 08:00:03.000,-3.587678219157027,-0.3952652179531748,-0.19430846815198935,9.545214035991279,-0.04030583511731069,-0.019813949529348895,0.9733409508844794,-0.15307317063975978,0.5312237611912642,0.02201267331678504,,
2025-10-11 08:00:04.000,-3.6402916311538496,-0.08056890140486142,-0.16808826294594745,9.786565041472398,-0.008215741502435737,-0.017140232693727976,0.9979519042152416,-0.07259802670399508,-0.5223931948735618,-0.15729666795539488,,
2025-10-11 08:00:05.000,-3.581571400555275,-0.1853095280788177,-0.03580366198649169,9.68344844988171,-0.018896313020125906,-0.0036509574611607114,0.9874369381880368,-0.394605591041984,0.23170516831961693,-0.1370688569188153,,
2025-10-11 08:00:06.000,-3.485362103147059,0.14616610745964614,-0.20057191910439504,9.845197029843057,0.014904794956447528,-0.02045264377788491,1.003930703129311,0.2021167562776175,0.0898061599143146,0.2998631220240959,,
2025-10-11 08:00:07.000,-3.5704111241849716,-0.09541521553265891,-0.03341602847936945,9.818734344381728,-0.009729644224343576,-0.0034074866013745213,1.0012322601889256,-0.2514905367019103,-0.30878597693108856,0.10390718738835399,,
2025-10-11 08:00:08.000,-3.5187104395355755,-0.16630176444696143,-0.12882063562772217,9.89147124225111,-0.016958060545340298,-0.013136049071571045,1.0086493595928387,-0.27325773548028454,0.9823541834930595,0.16948579556511387,,
2025-10-11 08:00:09.000,-3.5426717297865333,-0.009398408820852095,0.03913793121600946,9.816655858940807,-0.0009583709850817655,0.003990958300337981,1.0010203136586713,0.4957952082726926,0.34638774044473136,-0.02864900166081105,,
